review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
4511,1972,25,137,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4512,1681,58,122,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4513,225,11,129,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4514,1153,36,15,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4515,228,13,14,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4516,213,24,46,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4517,1664,9,135,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4518,572,17,55,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4519,918,29,106,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4520,703,66,146,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4521,536,50,134,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4522,751,40,148,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4523,2777,28,41,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4524,2670,38,76,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4525,2377,31,95,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4526,319,8,51,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4527,2266,71,117,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4528,482,16,61,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4529,1163,39,75,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4530,2302,54,136,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4531,910,59,102,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4532,1044,68,14,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4533,1861,29,1,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4534,247,43,118,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4535,2982,39,58,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4536,2999,42,100,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4537,1226,70,73,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4538,2127,51,38,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4539,1161,3,111,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4540,632,38,86,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4541,2030,16,61,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4542,1926,55,28,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4543,471,47,96,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4544,1201,13,44,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4545,1471,7,54,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4546,1982,33,121,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4547,1939,31,133,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4548,34,7,50,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4549,942,10,122,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4550,625,71,13,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4551,1146,16,98,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4552,1996,22,132,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4553,1171,43,126,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4554,1212,68,47,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4555,2453,26,67,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4556,820,28,50,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4557,2083,74,14,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4558,2438,4,148,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4559,2766,11,80,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4560,748,17,16,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4561,2609,29,147,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4562,1151,14,2,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4563,2945,46,90,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4564,1381,27,15,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4565,212,4,45,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4566,15,7,113,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4567,1343,48,95,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4568,2996,51,48,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4569,2779,25,103,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4570,1372,61,89,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4571,2626,23,150,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4572,2598,3,34,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4573,292,30,45,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4574,328,14,101,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4575,617,57,147,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4576,383,46,84,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4577,1741,13,64,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4578,2892,47,6,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4579,1745,74,44,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4580,2539,6,119,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4581,2235,1,4,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4582,1400,73,74,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4583,2349,55,79,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4584,1184,25,71,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4585,2308,19,86,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4586,2338,48,46,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4587,376,56,126,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4588,1245,4,46,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4589,1877,25,109,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4590,1283,73,84,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4591,1575,71,103,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4592,887,53,22,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4593,2912,53,87,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4594,1318,56,132,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4595,2525,10,36,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4596,70,38,51,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4597,135,12,38,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4598,1492,6,10,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4599,669,18,84,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4600,314,68,123,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4601,2919,71,141,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4602,1610,67,84,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4603,2839,72,69,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4604,1484,62,91,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4605,616,39,121,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4606,1789,17,115,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4607,2237,7,118,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4608,807,41,95,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4609,61,51,111,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4610,429,49,71,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4611,2326,51,53,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4612,2354,20,19,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4613,359,55,4,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4614,2439,71,140,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4615,2634,22,26,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4616,2962,61,76,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4617,2373,11,81,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4618,348,12,138,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4619,2288,17,115,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4620,734,27,45,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4621,745,61,9,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4622,1231,21,89,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4623,2764,12,12,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4624,1495,27,113,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4625,2087,49,31,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4626,734,70,133,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4627,2169,32,126,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4628,695,4,119,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4629,2550,63,17,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4630,1626,24,132,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4631,2028,47,98,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4632,1618,31,116,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4633,1040,60,37,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4634,2454,9,93,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4635,36,72,87,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4636,2113,49,29,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4637,1514,25,81,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4638,1326,74,42,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4639,1996,67,134,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4640,2081,33,35,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4641,1199,50,101,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4642,2452,51,47,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4643,1588,11,134,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4644,124,68,31,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4645,1242,26,78,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4646,1268,28,25,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4647,1327,15,135,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4648,1084,19,13,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4649,2409,69,115,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4650,1807,21,138,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4651,1510,58,136,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4652,408,1,61,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4653,1074,68,67,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4654,2908,25,124,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4655,1196,63,3,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4656,2880,19,63,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4657,492,25,58,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4658,2371,21,146,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4659,1900,31,55,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4660,53,75,102,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4661,2679,35,139,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4662,2918,14,83,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4663,2605,65,106,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4664,1052,69,104,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4665,2510,7,110,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4666,731,70,47,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4667,1445,16,102,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4668,2005,2,83,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4669,2851,71,44,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4670,1051,59,141,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4671,1671,29,62,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4672,416,42,145,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4673,740,56,109,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4674,2748,41,99,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4675,1460,62,137,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4676,1155,48,132,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4677,1135,6,36,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4678,2784,23,49,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4679,1603,74,27,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4680,1497,63,44,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4681,2826,27,112,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4682,1080,27,146,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4683,1752,70,65,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4684,2891,45,138,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4685,1026,30,88,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4686,1259,9,130,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4687,842,56,125,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4688,143,6,100,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4689,2031,11,40,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4690,2656,63,78,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4691,228,44,111,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4692,1815,14,103,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4693,485,13,46,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4694,2926,67,72,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4695,122,24,37,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4696,2724,14,32,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4697,1018,47,50,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4698,226,75,15,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4699,255,4,116,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4700,545,14,133,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4701,1196,23,123,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4702,1228,42,88,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4703,807,73,6,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4704,464,55,143,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4705,2140,48,43,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4706,153,51,26,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4707,2482,22,118,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4708,1860,34,87,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4709,1475,31,28,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4710,1218,61,143,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4711,1159,26,27,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4712,289,37,94,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4713,1284,36,1,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4714,1428,10,38,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4715,1315,70,121,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4716,1766,27,97,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4717,568,42,144,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4718,989,44,7,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4719,2172,28,87,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4720,2583,68,115,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4721,567,68,103,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4722,1063,26,41,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4723,372,9,80,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4724,900,31,96,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4725,1966,36,76,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4726,2742,59,32,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4727,2518,42,81,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4728,26,58,24,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4729,1729,47,53,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4730,2415,15,28,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4731,1667,37,101,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4732,2139,66,78,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4733,2027,48,138,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4734,119,74,41,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4735,1632,5,33,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4736,1281,43,47,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4737,481,19,149,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4738,364,58,95,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4739,2618,72,62,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4740,182,22,74,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4741,2076,31,94,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4742,829,8,13,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4743,1077,16,128,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4744,314,33,124,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4745,1604,2,48,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4746,448,24,133,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4747,2366,25,33,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4748,1151,20,110,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4749,740,51,19,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4750,43,49,62,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4751,421,71,57,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4752,2212,36,30,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4753,109,54,50,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4754,1353,16,133,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4755,2412,56,56,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4756,2037,7,8,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4757,114,44,141,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4758,2980,22,100,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4759,1703,72,10,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4760,1467,2,52,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4761,921,56,121,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4762,864,35,122,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4763,728,14,76,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
